lon,lat,mean
-7.9179,41.0000,0.0542
-7.9179,41.1000,0.0533
-7.9179,41.2000,0.0523
-7.9179,41.3000,0.0515
-7.9179,41.4000,0.0508
-7.9179,41.5000,0.0500
-7.9179,41.6000,0.0495
-7.9179,41.7000,0.0492
-7.9179,41.8000,0.0490
-7.9179,41.9000,0.0486
-7.9179,42.0000,0.0481
-7.9179,42.1000,0.0479
-7.9179,42.2000,0.0476
-7.8179,36.9000,0.2085
-7.8179,37.0000,0.1848
-7.8179,37.1000,0.1725
-7.8179,37.2000,0.1620
-7.8179,37.3000,0.1497
-7.8179,37.4000,0.1364
-7.8179,37.5000,0.1220
-7.8179,37.6000,0.1118
-7.8179,37.7000,0.1042
-7.8179,37.8000,0.0982
-7.8179,37.9000,0.0919
-7.8179,38.0000,0.0882
-7.8179,38.1000,0.0850
-7.8179,38.2000,0.0834
-7.8179,38.3000,0.0825
-7.8179,38.4000,0.0818
-7.8179,38.5000,0.0809
-7.8179,38.6000,0.0799
-7.8179,38.7000,0.0800
-7.8179,38.8000,0.0796
-7.8179,38.9000,0.0789
-7.8179,39.0000,0.0786
-7.8179,39.1000,0.0776
-7.8179,39.2000,0.0762
-7.8179,39.3000,0.0747
-7.8179,39.4000,0.0736
-7.8179,39.5000,0.0724
-7.8179,39.6000,0.0701
-7.8179,39.7000,0.0686
-7.8179,39.8000,0.0675
-7.8179,39.9000,0.0662
-7.8179,40.0000,0.0646
-7.8179,40.1000,0.0633
-7.8179,40.2000,0.0623
-7.8179,40.3000,0.0615
-7.8179,40.4000,0.0605
-7.8179,40.5000,0.0591
-7.8179,40.6000,0.0579
-7.8179,40.7000,0.0569
-7.8179,40.8000,0.0559
-7.8179,40.9000,0.0545
-7.8179,41.0000,0.0533
-7.8179,41.1000,0.0524
-7.8179,41.2000,0.0516
-7.8179,41.3000,0.0509
-7.8179,41.4000,0.0501
-7.8179,41.5000,0.0494
-7.8179,41.6000,0.0489
-7.8179,41.7000,0.0486
-7.8179,41.8000,0.0483
-7.8179,41.9000,0.0479
-7.8179,42.0000,0.0475
-7.8179,42.1000,0.0473
-7.8179,42.2000,0.0471
-7.7179,36.9000,0.2135
-7.7179,37.0000,0.1854
-7.7179,37.1000,0.1712
-7.7179,37.2000,0.1594
-7.7179,37.3000,0.1467
-7.7179,37.4000,0.1334
-7.7179,37.5000,0.1184
-7.7179,37.6000,0.1078
-7.7179,37.7000,0.1005
-7.7179,37.8000,0.0949
-7.7179,37.9000,0.0885
-7.7179,38.0000,0.0842
-7.7179,38.1000,0.0811
-7.7179,38.2000,0.0799
-7.7179,38.3000,0.0788
-7.7179,38.4000,0.0779
-7.7179,38.5000,0.0759
-7.7179,38.6000,0.0755
-7.7179,38.7000,0.0749
-7.7179,38.8000,0.0745
-7.7179,38.9000,0.0736
-7.7179,39.0000,0.0732
-7.7179,39.1000,0.0725
-7.7179,39.2000,0.0712
-7.7179,39.3000,0.0706
-7.7179,39.4000,0.0693
-7.7179,39.5000,0.0681
-7.7179,39.6000,0.0668
-7.7179,39.7000,0.0658
-7.7179,39.8000,0.0648
-7.7179,39.9000,0.0636
-7.7179,40.0000,0.0623
-7.7179,40.1000,0.0613
-7.7179,40.2000,0.0605
-7.7179,40.3000,0.0598
-7.7179,40.4000,0.0586
-7.7179,40.5000,0.0576
-7.7179,40.6000,0.0565
-7.7179,40.7000,0.0557
-7.7179,40.8000,0.0546
-7.7179,40.9000,0.0534
-7.7179,41.0000,0.0524
-7.7179,41.1000,0.0515
-7.7179,41.2000,0.0508
-7.7179,41.3000,0.0499
-7.7179,41.4000,0.0492
-7.7179,41.5000,0.0485
-7.7179,41.6000,0.0480
-7.7179,41.7000,0.0477
-7.7179,41.8000,0.0473
